// NAME,DISPLAYNAME,TOOLTIP,EPOCH,SLOT,BRANCH,ICON,MENU,ROW,COLUMN,HOST,PRODUCE,UPGRADE,TIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,TECHPTS,TTCIV,PREREQUISITES,SPECFLAGS
LightMounted2_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,LightMounted2,,LightMounted2Epoch15Elite,60,0,200,0,200,0,0,0,200,0,0,,[LightMounted2_15_Veteran],(None)
HeavyMounted1_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyTank,,HeavyMounted1Epoch15Veteran,60,200,0,0,200,0,0,0,0,200,0,,[],(None)
HeavyMounted1_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyTank,,HeavyMounted1Epoch15Elite,60,200,0,0,200,0,0,0,0,200,0,,[HeavyMounted1_15_Veteran],(None)
HeavyMounted2_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HeavyMounted2,,HeavyMounted2Epoch15Veteran,60,200,0,0,200,0,0,0,0,200,0,,[],(None)
HeavyMounted2_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,HeavyMounted2,,HeavyMounted2Epoch15Elite,60,200,0,0,200,0,0,0,0,200,0,,[HeavyMounted2_15_Veteran],(None)
Submarine_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Submarine,,SubmarineEpoch15Veteran,110,0,667,0,667,0,0,0,0,677,0,,[],(None)
Submarine_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,Submarine,,SubmarineEpoch15Elite,110,0,667,0,667,0,0,0,0,667,0,,[Submarine_15_Veteran],(None)
Destroyer_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Destroyer,,DestroyerEpoch15Veteran,80,0,667,0,667,0,0,0,0,667,0,,[],(None)
Destroyer_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,Destroyer,,DestroyerEpoch15Elite,80,0,667,0,667,0,0,0,0,667,0,,[Destroyer_15_Veteran],(None)
Battleship_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Battleship,,BattleshipEpoch15Veteran,120,0,667,0,667,0,0,0,0,667,0,,[],(None)
Battleship_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,Battleship,,BattleshipEpoch15Elite,120,0,667,0,667,0,0,0,0,667,0,,[Battleship_15_Veteran],(None)
Fighter_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Fighter,,FighterEpoch15Veteran,80,0,333,0,333,0,0,0,0,333,0,,[],(None)
Fighter_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,Fighter,,FighterEpoch15Elite,80,0,333,0,333,0,0,0,0,333,0,,[Fighter_15_Veteran],(None)
FighterBomber_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,FighterBomber,,FighterBomberEpoch15Veteran,90,0,333,0,333,0,0,0,0,333,0,,[],(None)
FighterBomber_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,FighterBomber,,FighterBomberEpoch15Elite,90,0,333,0,333,0,0,0,0,333,0,,[FighterBomber_15_Veteran],(None)
Bomber_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,Bomber,,BomberEpoch15Veteran,90,0,533,0,533,0,0,0,0,533,0,,[],(None)
Bomber_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,Bomber,,BomberEpoch15Elite,90,0,533,0,533,0,0,0,0,533,0,,[Bomber_15_Veteran],(None)
HercRepair_15_Veteran,text_tt_upgrade_veteran,,15,0,Improvement,icon_tech_upgrade_veteran,0,1,3,HercRepair,,HercRepairEpoch15Veteran,60,0,500,0,500,0,0,0,0,500,0,,[],(None)
HercRepair_15_Elite,text_tt_upgrade_elite,,15,0,Improvement,icon_tech_upgrade_elite,0,1,3,HercRepair,,HercRepairEpoch15Elite,60,0,500,0,500,0,0,0,0,500,0,,[HercRepair_15_Veteran],(None)

// BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,

// TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,
Main15,,,15,0,Main,,-1,-1,-1,,,MainEpoch15,180,0,0,0,0,0,0,0,0,0,410,,[],(None)
Economic15_1,text_Economic15_1_name,,15,0,Economic,icon_tech_e15_economic1,3,2,0,Market,,EconomicEpoch15Slot1,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Economic15_2,text_Economic15_2_name,,15,1,Economic,icon_tech_e15_economic2,3,2,0,University,,EconomicEpoch15Slot2,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Economic15_3,text_Economic15_3_name,,15,2,Economic,icon_tech_e15_economic3,3,2,0,CityCenter,,EconomicEpoch15Slot3,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Economic15_4,text_Economic15_4_name,,15,3,Economic,icon_tech_e15_economic4,3,1,0,Market,,EconomicEpoch15Slot4,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Imperial15_1,text_Imperial15_1_name,,15,0,Imperial,icon_tech_e15_imperial1,3,1,1,University,,ImperialEpoch15Slot1,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Imperial15_2,text_Imperial15_2_name,,15,1,Imperial,icon_tech_e15_imperial2,3,1,0,CityCenter,,ImperialEpoch15Slot2,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Imperial15_3,text_Imperial15_3_name,,15,2,Imperial,icon_tech_e15_imperial3,3,1,0,Stable,,ImperialEpoch15Slot3,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Imperial15_4,text_Imperial15_4_name,,15,3,Imperial,icon_tech_e15_imperial4,3,3,0,Dock,,ImperialEpoch15Slot4,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Military15_1,text_Military15_1_name,,15,0,Military,icon_tech_e15_military1,3,3,0,University,,MilitaryEpoch15Slot1,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
//Military15_2,text_Military15_2_name,,15,1,Military,icon_tech_e15_military2,3,3,0,Mill,,MilitaryEpoch15Slot2,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Military15_2,text_Military14_2_name,,15,1,Military,icon_tech_e14_military2,3,3,0,Mill,,MilitaryEpoch15Slot2,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Military15_3,text_Military15_3_name,,15,2,Military,icon_tech_e15_military3,3,3,0,University,,MilitaryEpoch15Slot3,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)
Military15_4,text_Military15_4_name,,15,3,Military,icon_tech_e15_military4,3,3,1,University,,MilitaryEpoch15Slot4,30,1500,1500,1500,1500,0,0,0,0,0,26,,[],(None)

// ------------------------- WONDERS ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
WonderWestern_01,text_wonder_WE_01_name,,1,0,,,1,3,0,Citizen,WonderWestern_01,,600,10000,10000,10000,10000,0,0,0,0,0,100,Western,[],(None)
WonderWestern_06,text_wonder_WE_06_name,,6,0,,,1,3,1,Citizen,WonderWestern_06,,600,10000,10000,10000,10000,0,0,0,0,0,100,Western,[],(None)
WonderWestern_11,text_wonder_WE_11_name,,11,0,,,1,3,2,Citizen,WonderWestern_11,,600,10000,10000,10000,10000,0,0,0,0,0,100,Western,[],(None)
WonderMiddleEast_01,text_wonder_ME_01_name,,1,0,,,1,3,0,Citizen,WonderMiddleEast_01,,600,10000,10000,10000,10000,0,0,0,0,0,100,MiddleEast,[],(None)
WonderMiddleEast_06,text_wonder_ME_06_name,,6,0,,,1,3,1,Citizen,WonderMiddleEast_06,,600,10000,10000,10000,10000,0,0,0,0,0,100,MiddleEast,[],(None)
WonderMiddleEast_11,text_wonder_ME_11_name,,11,0,,,1,3,2,Citizen,WonderMiddleEast_11,,600,10000,10000,10000,10000,0,0,0,0,0,100,MiddleEast,[],(None)
WonderFarEast_01,text_wonder_FE_01_name,,1,0,,,1,3,0,Citizen,WonderFarEast_01,,600,10000,10000,10000,10000,0,0,0,0,0,100,FarEast,[],(None)
WonderFarEast_06,text_wonder_FE_06_name,,6,0,,,1,3,1,Citizen,WonderFarEast_06,,600,10000,10000,10000,10000,0,0,0,0,0,100,FarEast,[],(None)
WonderFarEast_11,text_wonder_FE_11_name,,11,0,,,1,3,2,Citizen,WonderFarEast_11,,600,10000,10000,10000,10000,0,0,0,0,0,100,FarEast,[],(None)
WonderMesoAmerican_01,text_wonder_AM_01_name,,1,0,,,1,3,0,Citizen,WonderMesoAmerican_01,,600,10000,10000,10000,10000,0,0,0,0,0,100,MesoAmer,[],(None)
WonderMesoAmerican_06,text_wonder_AM_06_name,,6,0,,,1,3,1,Citizen,WonderMesoAmerican_06,,600,10000,10000,10000,10000,0,0,0,0,0,100,MesoAmer,[],(None)
WonderMesoAmerican_11,text_wonder_AM_11_name,,11,0,,,1,3,2,Citizen,WonderMesoAmerican_11,,600,10000,10000,10000,10000,0,0,0,0,0,100,MesoAmer,[],(None)
WonderAfrican_01,text_wonder_AF_01_name,,1,0,,,1,3,0,Citizen,WonderAfrican_01,,600,10000,10000,10000,10000,0,0,0,0,0,100,African,[],(None)
WonderAfrican_06,text_wonder_AF_06_name,,6,0,,,1,3,1,Citizen,WonderAfrican_06,,600,10000,10000,10000,10000,0,0,0,0,0,100,African,[],(None)
WonderAfrican_11,text_wonder_AF_11_name,,11,0,,,1,3,2,Citizen,WonderAfrican_11,,600,10000,10000,10000,10000,0,0,0,0,0,100,African,[],(None)
// ----------------------------NEW WONDERS------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
//stonehenge,text_CityCenter_name,,13,0,,,5,3,0,Citizen,stonehenge,,60,5000,5000,5000,5000,0,0,0,0,0,0,English,[],(None)
//globetheater,text_CityCenter_name,,13,0,,,5,3,2,Citizen,globetheater,,60,5000,5000,5000,0,0,0,0,0,0,0,English,[],(None)//
//trafalgarsquare,text_CityCenter_name,,13,0,,,5,3,2,Citizen,trafalgarsquare,,60,5000,5000,5000,0,0,0,0,0,0,0,English,[],(None)
//bigben,text_CityCenter_name,,13,0,,,5,2,1,Citizen,bigben,,60,5000,5000,5000,0,0,0,0,0,0,0,English,[],(None)
//Moorhouse,text_CityCenter_name,,13,0,,,5,2,0,Citizen,Moorhouse,,60,5000,5000,5000,0,0,0,0,0,0,0,English,[],(None)
//tower42,text_CityCenter_name,,13,0,,,5,2,2,Citizen,tower42,,60,5000,5000,5000,0,0,0,0,0,0,0,English,[],(None)
IshtarGate,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,IshtarGate,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
hanginggardens,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,hanginggardens,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
bld_babel,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,bld_babel,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
zoroastrianmonastery,text_CityCenter_name,,13,0,,,5,2,1,Engineer2,zoroastrianmonastery,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
FireTemple,text_CityCenter_name,,13,0,,,5,2,0,Engineer2,FireTemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
spiralminaret,text_CityCenter_name,,13,0,,,5,1,0,Engineer2,spiralminaret,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
MinaretofJam,text_CityCenter_name,,13,0,,,5,1,1,Engineer2,MinaretofJam,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
Ferdowsi,text_CityCenter_name,,13,0,,,5,1,3,Engineer2,Ferdowsi,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
shiatemple,text_CityCenter_name,,13,0,,,5,0,1,Engineer2,shiatemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
Iqbal,text_CityCenter_name,,13,0,,,5,0,2,Engineer2,Iqbal,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
Swords,text_CityCenter_name,,13,0,,,5,0,3,Engineer2,Swords,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
Bld_SaddamMonument,text_CityCenter_name,,13,0,,,5,3,3,Engineer2,Bld_SaddamMonument,,60,5000,5000,5000,0,0,0,0,0,0,0,Babylonian,[],(None)
Bld_egipt,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,Bld_egipt,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
NubianPyramid,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,NubianPyramid,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
sphinx0101,text_CityCenter_name,,13,0,,,5,3,3,Engineer2,sphinx0101,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
cleopatraneedle,text_CityCenter_name,,13,0,,,5,2,0,Engineer2,cleopatraneedle,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
greatlighthouse,text_CityCenter_name,,13,0,,,5,2,1,Engineer2,greatlighthouse,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
HorusTemple,text_CityCenter_name,,13,0,,,5,2,2,Engineer2,HorusTemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
Cairo,text_CityCenter_name,,13,0,,,5,2,3,Engineer2,Cairo,,60,5000,5000,5000,0,0,0,0,0,0,0,Egyptian,[],(None)
arcdetriomphe,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,arcdetriomphe,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
eiffeltower,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,eiffeltower,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
novotel,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,novotel,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
TourEDF,text_CityCenter_name,,14,0,,,5,2,0,Engineer2,TourEDF,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
TourMontparnasse,text_CityCenter_name,,13,0,,,5,2,1,Engineer2,TourMontparnasse,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
vyramid,text_CityCenter_name,,14,0,,,5,2,2,Engineer2,vyramid,,60,5000,5000,5000,0,0,0,0,0,0,0,French,[],(None)
WittenbergChurch,text_CityCenter_name,,12,0,,,5,3,0,Engineer2,WittenbergChurch,,60,5000,5000,5000,0,0,0,0,0,0,0,German,[],(None)
reihsstagg01,text_CityCenter_name,,12,0,,,5,3,1,Engineer2,reihsstagg01,,60,5000,5000,5000,0,0,0,0,0,0,0,German,[],(None)
b1Frankfurter,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,b1Frankfurter,,60,5000,5000,5000,0,0,0,0,0,0,0,German,[],(None)
theatre,text_CityCenter_name,,12,0,,,5,3,2,Engineer2,theatre,,60,5000,5000,5000,0,0,0,0,0,0,0,Greek,[],(None)
Bld_venera,text_CityCenter_name,,12,0,,,5,3,1,Engineer2,Bld_venera,,60,5000,5000,5000,0,0,0,0,0,0,0,Greek,[],(None)
turulstatue,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,turulstatue,,60,5000,5000,5000,0,0,0,0,0,0,0,Greek,[],(None)
aqueduct,text_CityCenter_name,,12,0,,,5,3,1,Engineer2,aqueduct,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
colosseum0101,text_CityCenter_name,,12,0,,,5,3,0,Engineer2,colosseum0101,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
RomanTemple,text_CityCenter_name,,13,0,,,5,3,3,Engineer2,RomanTemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
FlavianAmphitheatre,text_CityCenter_name,,12,0,,,5,2,0,Engineer2,FlavianAmphitheatre,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
Mediterranean,text_CityCenter_name,,12,0,,,5,2,2,Engineer2,Mediterranean,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
Pantheon,text_CityCenter_name,,13,0,,,5,2,1,Engineer2,Pantheon,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
pisa2,text_CityCenter_name,,13,0,,,5,1,0,Engineer2,pisa2,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
sistinechapel,text_CityCenter_name,,13,0,,,5,1,1,Engineer2,sistinechapel,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
lascala,text_CityCenter_name,,13,0,,,5,2,3,Engineer2,lascala,,60,5000,5000,5000,0,0,0,0,0,0,0,Roman,[],(None)
GoldenPavilion,text_CityCenter_name,,12,0,,,5,2,1,Engineer2,GoldenPavilion,,60,5000,5000,5000,0,0,0,0,0,0,0,Japanese,[],(None)
Bld_torii,text_CityCenter_name,,12,0,,,5,3,3,Engineer2,Bld_torii,,60,5000,5000,5000,0,0,0,0,0,0,0,Japanese,[],(None)
ShimabaraCastle,text_CityCenter_name,,12,0,,,5,3,2,Engineer2,ShimabaraCastle,,60,5000,5000,5000,0,0,0,0,0,0,0,Japanese,[],(None)
osaka,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,osaka,,60,5000,5000,5000,0,0,0,0,0,0,0,Japanese,[],(None)
GreatWall,text_CityCenter_name,,12,0,,,5,1,0,Engineer2,GreatWall,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
beijintam,text_CityCenter_name,,13,0,,,3,3,0,Engineer2,beijintam,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
anandatemple,text_CityCenter_name,,12,0,,,5,2,2,Engineer2,anandatemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
FaMenSi,text_CityCenter_name,,12,0,,,5,2,3,Engineer2,FaMenSi,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
HeavenTemple,text_CityCenter_name,,12,0,,,5,2,0,Engineer2,HeavenTemple,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
nanjing,text_CityCenter_name,,12,0,,,5,2,1,Engineer2,nanjing,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
bosan,text_CityCenter_name,,12,0,,,5,3,3,Engineer2,bosan,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
hongkong,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,hongkong,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
shunhing,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,shunhing,,60,5000,5000,5000,0,0,0,0,0,0,0,Chinese,[],(None)
Lavra,text_CityCenter_name,,12,0,,,5,1,1,Engineer2,Lavra,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
Bld_Santa_Sofia,text_CityCenter_name,,12,0,,,5,1,2,Engineer2,Bld_Santa_Sofia,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
SaintBasilsCathedral,text_CityCenter_name,,12,0,,,5,1,3,Engineer2,SaintBasilsCathedral,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
HedvigChurch,text_CityCenter_name,,12,0,,,5,1,0,Engineer2,HedvigChurch,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
hermitage,text_CityCenter_name,,12,0,,,5,2,1,Engineer2,hermitage,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
bolshoi,text_CityCenter_name,,12,0,,,5,2,2,Engineer2,bolshoi,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
Gulag,text_CityCenter_name,,12,0,,,5,2,0,Engineer2,Gulag,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
kgb,text_CityCenter_name,,12,0,,,5,2,3,Engineer2,kgb,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
motherland,text_CityCenter_name,,12,0,,,5,3,3,Engineer2,motherland,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
ruministry,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,ruministry,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
soyuz,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,soyuz,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
Naberezhnaya,text_CityCenter_name,,14,0,,,5,3,1,Engineer2,Naberezhnaya,,60,5000,5000,5000,0,0,0,0,0,0,0,Russian,[],(None)
//Archuii,text_CityCenter_name,,13,0,,,5,3,0,Citizen,Archuii,,60,5000,5000,5000,0,0,0,0,0,0,0,Turkish,[],(None)
//Walidsd,text_CityCenter_name,,13,0,,,5,3,2,Citizen,Walidsd,,60,5000,5000,5000,0,0,0,0,0,0,0,Turkish,[],(None)
statueofliberty,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,statueofliberty,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
Bld_Washington,text_CityCenter_name,,13,0,,,5,1,1,Engineer2,Bld_Washington,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
hollywood,text_CityCenter_name,,13,0,,,5,1,0,Engineer2,hollywood,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
wallstreet,text_CityCenter_name,,13,0,,,5,2,3,Engineer2,wallstreet,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
chrysler,text_CityCenter_name,,13,0,,,5,2,2,Engineer2,chrysler,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
hartford,text_CityCenter_name,,13,0,,,5,2,0,Engineer2,hartford,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
johnhancockcenter,text_CityCenter_name,,13,0,,,5,2,1,Engineer2,johnhancockcenter,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
apolo,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,apolo,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
cuyahoga,text_CityCenter_name,,13,0,,,5,3,2,Engineer2,cuyahoga,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
unitednations,text_CityCenter_name,,13,0,,,5,3,3,Engineer2,unitednations,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
apolloprogram,text_CityCenter_name,,14,0,,,5,3,2,Engineer2,apolloprogram,,60,5000,5000,5000,0,0,0,0,0,0,0,American,[],(None)
Bld_SouthPacificCityCenter01,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,Bld_SouthPacificCityCenter01,,60,5000,5000,5000,0,0,0,0,0,0,0,Korean,[],(None)
Bld_BankAsian,text_CityCenter_name,,12,0,,,5,3,1,Engineer2,Bld_BankAsian,,60,5000,5000,5000,0,0,0,0,0,0,0,Korean,[],(None)
Ikhanda,text_CityCenter_name,,12,0,,,5,3,0,Engineer2,Ikhanda,,60,5000,5000,5000,0,0,0,0,0,0,0,Zulu,[],(None)
BeteGiyorgis,text_CityCenter_name,,13,0,,,5,3,1,Engineer2,BeteGiyorgis,,60,5000,5000,5000,0,0,0,0,0,0,0,Maasai,[],(None)
bubu,text_CityCenter_name,,13,0,,,5,3,0,Engineer2,bubu,,60,5000,5000,5000,0,0,0,0,0,0,0,MesoAmer,[],(None)

// -------------------------projects------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
//MlrsRocket_PHL03,text_ICBM_name,,13,0,,,0,1,3,PHL_03,MlrsRocket_PHL03,,1,0,0,0,10,0,0,0,5,5,0,,[],(None)


// ------------------------- LEADERS ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
//LeaderEconomic,text_LeaderEconomic_name,,1,0,,,0,2,0,,,,0,0,0,0,0,0,0,0,0,0,0,,[],(LeaderEconomic)
//LeaderImperial,text_LeaderImperial_name,,1,0,,,0,2,1,,,,0,0,0,0,0,0,0,0,0,0,0,,[],(LeaderImperial)
//LeaderMilitary,text_LeaderMilitary_name,,1,0,,,0,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,,[],(LeaderMilitary)

// ------------------------- REGIONAL TRAITS ------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,
RegionalTrait_WE,,,1,0,Main,,0,0,0,,,Traits_Regional_WE,0,0,0,0,0,0,0,0,0,0,0,Western,[],(None)
RegionalTrait_ME,,,1,0,Main,,0,0,0,,,Traits_Regional_ME,0,0,0,0,0,0,0,0,0,0,0,MiddleEast,[],(None)
RegionalTrait_FE,,,1,0,Main,,0,0,0,,,Traits_Regional_FE,0,0,0,0,0,0,0,0,0,0,0,FarEast,[],(None)
RegionalTrait_AM,,,1,0,Main,,0,0,0,,,Traits_Regional_AM,0,0,0,0,0,0,0,0,0,0,0,MesoAmer,[],(None)
RegionalTrait_AF,,,1,0,Main,,0,0,0,,,Traits_Regional_AF,0,0,0,0,0,0,0,0,0,0,0,African,[],(None)

// --------------- CIVILIZATION ATTRIBUTES ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,
//Available for custom civs,,,,,,,,,,,,,,,,,,,,,,,,,,
CivAtt_Hinf_Health,,tt_civTrait_HInf_Health,1,0,Main,,0,0,0,,,Traits_HInf_Health,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_HInf_Dmg,,tt_civTrait_HInf_Dmg,1,0,Main,,0,0,0,,,Traits_Hinf_Dmg,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_LInf_Health,,tt_civTrait_LInf_Health,1,0,Main,,0,0,0,,,Traits_LInf_Health,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_LInf_Dmg,,tt_civTrait_LInf_Dmg,1,0,Main,,0,0,0,,,Traits_LInf_Dmg,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_HMount_Health,,tt_civTrait_HMount_Health,1,0,Main,,0,0,0,,,Traits_HMount_Health,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_HMount_Dmg,,tt_civTrait_HMount_Dmg,1,0,Main,,0,0,0,,,Traits_HMount_Dmg,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_LMount_Health,,tt_civTrait_LMount_Health,1,0,Main,,0,0,0,,,Traits_LMount_Health,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_LMount_Dmg,,tt_civTrait_LMount_Dmg,1,0,Main,,0,0,0,,,Traits_LMount_Dmg,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
CivAtt_HArt_Health,,tt_civTrait_HArt_Health,1,0,Main,,0,0,0,,,Traits_HArt_Health,0,0,0,0,0,0,0,0,0,0,0,,[],(CivAttribute)
