// UPGRADE,UNIT,TYPE,EPOCH,HP,LOS,DAMAGE,RANGE,RELOAD,BUILDTIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,DISPLAYNAME,DISPLAYNAME,VISUAL,UI VISUAL,ICON,MMCOLOR,POP CAPACITY,FULLMAP,TOOLTIP,SNDSEL,SNDMOVE,SNDATTACK,SNDDEATH,UPGRADEREFS,CIV
F2UpgradeEpoch14,F2,"""Unit""",14,1900,16,850,16,1,80,0,550,0,550,0,0,0,550,165,tx_utn_JetFighterJa_name,tx_utn_JetFighterJa_pname,F2_14,,icon_unit_F16,[0 0 0 0],0,0,vtt_unit_F2,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J10B14Attack],Japanese
F2UpgradeEpoch15,F2,"""Unit""",15,2200,24,1000,21,1,80,0,550,0,550,0,0,0,550,165,tx_utn_fighter15_name,tx_utn_fighter15_pname,F2_15,,icon_unit_AtmosFighter,[0 0 0 0],0,0,vtt_unit_AtmosFighter,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J10B15Attack],Japanese

JapanF1UpgradeEpoch11,JapanF1,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_fightBomber11_name,tx_utn_fightBomber11_pname,FighterBomber_11,,icon_unit_TriPlane,[0 0 0 0],0,0,vtt_unit_TriPlane,[v_fighter_bomber_11_sel01],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02 v_fighter_bomber_11_spe01],[],[JH7A11Attack],Japanese
JapanF1UpgradeEpoch12,JapanF1,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_Ki61_name,tx_utn_Ki61_pname,JapanF1_12,,icon_unit_Ki61,[0 0 0 0],0,0,vtt_unit_Ki61,[v_fighter_bomber_12_sel01],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02 v_fighter_bomber_12_spe01],[],[JH7A12Attack],Japanese
JapanF1UpgradeEpoch13,JapanF1,"""Unit""",13,1700,14,300,14,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_F104_name,tx_utn_F104_pname,JapanF1_13,,icon_unit_F104,[0 0 0 0],0,0,vtt_unit_F104,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A13Attack],Japanese
JapanF1UpgradeEpoch14,JapanF1,"""Unit""",14,1900,16,350,16,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_JapanF1_name,tx_utn_JapanF1_pname,JapanF1_14,,icon_unit_JapanF1,[0 0 0 0],0,0,vtt_unit_JapanF1,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A14Attack],Japanese
JapanF1UpgradeEpoch15,JapanF1,"""Unit""",15,2200,20,1000,20,1.0,80,0,550,0,550,0,0,0,165,550,tx_utn_fightBomber15_name,tx_utn_fightBomber15_pname,JapanF1_15,,icon_unit_SmartPlane,[0 0 0 0],0,0,vtt_unit_SmartPlane,[v_fighter_bomber_15_sel01],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02 v_fighter_bomber_15_spe01],[],[JH7A15Attack],Japanese

Japanf15UpgradeEpoch13,Japanf15,"""Unit""",13,1800,14,750,14,1,90,0,650,0,650,0,0,0,450,450,tx_utn_F4Japan_name,tx_utn_F4Japan_pname,Japanf15_13,,icon_unit_JapanF4,[0 0 0 0],0,0,vtt_unit_F4Japan,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J1613Attack],Japanese
Japanf15UpgradeEpoch14,Japanf15,"""Unit""",14,2000,16,850,16,1,90,0,650,0,650,0,0,0,450,450,tx_utn_Japanf15_name,tx_utn_Japanf15_pname,Japanf15_14,,icon_unit_f15,[0 0 0 0],0,0,vtt_unit_f15,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J1614Attack],Japanese
Japanf15UpgradeEpoch15,Japanf15,"""Unit""",15,2200,24,1000,21,1,90,0,650,0,650,0,0,0,450,450,tx_utn_VF19_name,tx_utn_VF19_pname,Japanf15_15,,icon_unit_VF19,[0 0 0 0],0,0,vtt_unit_VF19,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J1615Attack],Japanese

canberraJapanUpgradeEpoch11,canberraJapan,"""Unit""",11,2000,11,600,3,0.5,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_bomber11_name,tx_utn_bomber11_pname,B1b_11,,icon_unit_2enginebomber,[0 0 0 0],0,0,vtt_unit_2enginebomber,[v_Bomber_11_sel01],[v_Bomber_11_com01 v_Bomber_11_com02],[v_Bomber_11_com01 v_Bomber_11_com02 v_Bomber_11_spe01],[],[Tu16Kitai11Attack],Japanese
canberraJapanUpgradeEpoch12,canberraJapan,"""Unit""",12,2400,12,800,5,0.1,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_Ki21_name,tx_utn_Ki21_pname,canberraJapan_12,,icon_unit_Ki21,[0 0 0 0],0,0,vtt_unit_Ki21,[v_Bomber_12_sel01],[v_Bomber_12_com01 v_Bomber_12_com02],[v_Bomber_12_com01 v_Bomber_12_com02 v_Bomber_12_spe01],[],[Tu16Kitai12Attack],Japanese
canberraJapanUpgradeEpoch13,canberraJapan,"""Unit""",13,2700,13,1000,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_canberra_name,tx_utn_canberra_pname,canberraJapan_13,,icon_unit_canberra,[0 0 0 0],0,0,vtt_unit_canberra,[v_Bomber_13_sel01],[v_Bomber_13_com01 v_Bomber_13_com02],[v_Bomber_13_com01 v_Bomber_13_com02 v_Bomber_13_spe01],[],[Tu16Kitai13Attack],Japanese
canberraJapanUpgradeEpoch14,canberraJapan,"""Unit""",14,3000,14,1200,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_canberra_name,tx_utn_canberra_pname,canberraJapan_13,,icon_unit_canberra,[0 0 0 0],0,0,vtt_unit_canberra,[v_Bomber_14_sel01],[v_Bomber_14_com01 v_Bomber_14_com02],[v_Bomber_14_com01 v_Bomber_14_com02 v_Bomber_14_spe01],[],[Tu16Kitai14Attack],Japanese
canberraJapanUpgradeEpoch15,canberraJapan,"""Unit""",15,3500,15,1500,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_bomber15_name,tx_utn_bomber15_pname,B1b_15,,icon_unit_orbitalbomber,[0 0 0 0],0,0,vtt_unit_orbitalbomber,[v_Bomber_15_sel01],[v_Bomber_15_com01 v_Bomber_15_com02],[v_Bomber_15_com01 v_Bomber_15_com02 v_Bomber_15_spe01],[],[Tu15Kitai11Attack],Japanese

TornadoBritainUpgradeEpoch11,TornadoBritain,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_BE2c_name,tx_utn_BE2c_pname,TornadoBritain_11,,icon_unit_BE2c,[0 0 0 0],0,0,vtt_unit_BE2c,[v_Fighter_11_sel01],[v_Fighter_11_com01 v_Fighter_11_com02],[v_Fighter_11_com01 v_Fighter_11_com02 v_Fighter_11_spe01],[],[J10B11Attack],English
TornadoBritainUpgradeEpoch12,TornadoBritain,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_spitfire_name,tx_utn_spitfire_pname,TornadoBritain_12,,icon_unit_spitfire,[0 0 0 0],0,0,vtt_unit_spitfire,[v_Fighter_12_sel01],[v_Fighter_12_com01 v_Fighter_12_com02],[v_Fighter_12_com01 v_Fighter_12_com02 v_Fighter_11_spe01],[],[J10B12Attack],English
TornadoBritainUpgradeEpoch13,TornadoBritain,"""Unit""",13,1700,14,750,14,1,80,0,550,0,550,0,0,0,550,165,tx_utn_Meteor_name,tx_utn_Meteor_name,TornadoBritain_13,,icon_unit_Meteor,[0 0 0 0],0,0,vtt_unit_Meteor,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J10B13Attack],English
TornadoBritainUpgradeEpoch14,TornadoBritain,"""Unit""",14,1900,16,850,16,1,80,0,550,0,550,0,0,0,550,165,tx_utn_TornadoBritain_name,tx_utn_TornadoBritain_pname,TornadoBritain_14,,icon_unit_TornadoBritain,[0 0 0 0],0,0,vtt_unit_TornadoGer,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J10B14Attack],English
TornadoBritainUpgradeEpoch15,TornadoBritain,"""Unit""",15,2200,24,1000,21,1,80,0,550,0,550,0,0,0,550,165,tx_utn_Tempest15_name,tx_utn_Tempest15_pname,TornadoBritain_15,,icon_unit_Tempest15,[0 0 0 0],0,0,vtt_unit_Tempest15,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J10B15Attack],English

ScimitarUpgradeEpoch11,Scimitar,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_SE5a_name,tx_utn_SE5a_pname,Scimitar_11,,icon_unit_SE5a,[0 0 0 0],0,0,vtt_unit_SE5a,[v_fighter_bomber_11_sel01],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02 v_fighter_bomber_11_spe01],[],[JH7A11Attack],English
ScimitarUpgradeEpoch12,Scimitar,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_fairybattle_name,tx_utn_fairybattle_pname,Scimitar_12,,icon_unit_fairybattle,[0 0 0 0],0,0,vtt_unit_fairybattle,[v_fighter_bomber_12_sel01],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02 v_fighter_bomber_12_spe01],[],[JH7A12Attack],English
ScimitarUpgradeEpoch13,Scimitar,"""Unit""",13,1700,14,300,14,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_Scimitar_name,tx_utn_Scimitar_pname,Scimitar_13,,icon_unit_Scimitar,[0 0 0 0],0,0,vtt_unit_Scimitar,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A13Attack],English
ScimitarUpgradeEpoch14,Scimitar,"""Unit""",14,1900,15,350,15,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_harrier_name,tx_utn_harrier_pname,Scimitar_14,,icon_unit_harrier,[0 0 0 0],0,0,vtt_unit_harrier,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A14Attack],English
ScimitarUpgradeEpoch15,Scimitar,"""Unit""",15,2200,20,1000,20,1.0,80,0,550,0,550,0,0,0,165,550,tx_utn_Taranis_name,tx_utn_Taranis_pname,Scimitar_15,,icon_unit_Taranis,[0 0 0 0],0,0,vtt_unit_Taranis,[v_fighter_bomber_15_sel01],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02 v_fighter_bomber_15_spe01],[],[JH7A15Attack],English

EurofighterBriUpgradeEpoch13,EurofighterBritain,"""Unit""",13,1800,14,750,14,1,90,0,650,0,650,0,0,0,450,450,tx_utn_F4E_name,tx_utn_F4E_pname,EurofighterBritain_13,,icon_unit_F4E,[0 0 0 0],0,0,F4E,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J1613Attack],English
EurofighterBriUpgradeEpoch14,EurofighterBritain,"""Unit""",14,2000,16,850,16,1,90,0,650,0,650,0,0,0,450,450,tx_utn_EurofighterBr_name,tx_utn_EurofighterBr_pname,EurofighterBritain_14,,icon_unit_Eurofighter,[0 0 0 0],0,0,vtt_unit_Eurofighter,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J1614Attack],English
EurofighterBriUpgradeEpoch15,EurofighterBritain,"""Unit""",15,2200,24,1000,21,1,90,0,650,0,650,0,0,0,450,450,tx_utn_Valkyrie_name,tx_utn_Valkyrie_pname,EurofighterBritain_15,,icon_unit_Valkyrie,[0 0 0 0],0,0,vtt_unit_Valkyrie,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J1615Attack],English

vulcanUpgradeEpoch11,vulcan,"""Unit""",11,2000,11,600,3,0.1,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_HandleyPage_name,tx_utn_HandleyPage_pname,vulcan_11,,icon_unit_HandleyPage,[0 0 0 0],0,0,vtt_unit_HandleyPage,[v_Bomber_11_sel01],[v_Bomber_11_com01 v_Bomber_11_com02],[v_Bomber_11_com01 v_Bomber_11_com02 v_Bomber_11_spe01],[],[Tu16Kitai11Attack],English
vulcanUpgradeEpoch12,vulcan,"""Unit""",12,2400,12,800,5,0.1,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_blenheim_name,tx_utn_blenheim_pname,vulcan_12,,icon_unit_blenheim,[0 0 0 0],0,0,vtt_unit_blenheim,[v_Bomber_12_sel01],[v_Bomber_12_com01 v_Bomber_12_com02],[v_Bomber_12_com01 v_Bomber_12_com02 v_Bomber_12_spe01],[],[Tu16Kitai12Attack],English
vulcanUpgradeEpoch13,vulcan,"""Unit""",13,2700,13,1000,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_canberra_name,tx_utn_canberra_pname,vulcan_13,,icon_unit_canberra,[0 0 0 0],0,0,vtt_unit_canberra,[v_Bomber_13_sel01],[v_Bomber_13_com01 v_Bomber_13_com02],[v_Bomber_13_com01 v_Bomber_13_com02 v_Bomber_13_spe01],[],[Tu16Kitai13Attack],English
vulcanUpgradeEpoch14,vulcan,"""Unit""",14,3000,14,1200,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_vulcan_name,tx_utn_vulcan_pname,vulcan_14,,icon_unit_vulcan,[0 0 0 0],0,0,vtt_unit_vulcan,[v_Bomber_14_sel01],[v_Bomber_14_com01 v_Bomber_14_com02],[v_Bomber_14_com01 v_Bomber_14_com02 v_Bomber_14_spe01],[],[Tu16Kitai14Attack],English
vulcanUpgradeEpoch15,vulcan,"""Unit""",15,3500,15,1500,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_bomber15_name,tx_utn_bomber15_pname,B1b_15,,icon_unit_orbitalbomber,[0 0 0 0],0,0,vtt_unit_orbitalbomber,[v_Bomber_15_sel01],[v_Bomber_15_com01 v_Bomber_15_com02],[v_Bomber_15_com01 v_Bomber_15_com02 v_Bomber_15_spe01],[],[Tu15Kitai11Attack],English

Mirage2000CUpgradeEpoch11,Mirage2000C,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_SPADVII_name,tx_utn_SPADVII_pname,Mirage2000C_11,,icon_unit_SPADVII,[0 0 0 0],0,0,vtt_unit_SPADVII,[v_Fighter_11_sel01],[v_Fighter_11_com01 v_Fighter_11_com02],[v_Fighter_11_com01 v_Fighter_11_com02 v_Fighter_11_spe01],[],[J10B11Attack],French
Mirage2000CUpgradeEpoch12,Mirage2000C,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_hurricanefr_name,tx_utn_hurricanefr_pname,Mirage2000C_12,,icon_unit_hurricane,[0 0 0 0],0,0,vtt_unit_hurricane,[v_Fighter_12_sel01],[v_Fighter_12_com01 v_Fighter_12_com02],[v_Fighter_12_com01 v_Fighter_12_com02 v_Fighter_11_spe01],[],[J10B12Attack],French
Mirage2000CUpgradeEpoch13,Mirage2000C,"""Unit""",13,1700,14,750,14,1,80,0,550,0,550,0,0,0,550,165,tx_utn_Mirage3_name,tx_utn_Mirage3_name,Mirage2000C_13,,icon_unit_Mirage3,[0 0 0 0],0,0,vtt_unit_Mirage3,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J10B13Attack],French
Mirage2000CUpgradeEpoch14,Mirage2000C,"""Unit""",14,1900,16,850,16,1,80,0,550,0,550,0,0,0,550,165,tx_utn_Mirage2000_name,tx_utn_Mirage2000_pname,Mirage2000C_14,,icon_unit_Mirage2000C,[0 0 0 0],0,0,vtt_unit_Mirage2000,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J10B14Attack],French
Mirage2000CUpgradeEpoch15,Mirage2000C,"""Unit""",15,2200,24,1000,21,1,80,0,550,0,550,0,0,0,550,165,tx_utn_FCAS_name,tx_utn_FCAS_pname,Mirage2000C_15,,icon_unit_FCAS,[0 0 0 0],0,0,vtt_unit_FCAS,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J10B15Attack],French

JaguarAFreUpgradeEpoch11,JaguarAFre,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_BreguetBr14_name,tx_utn_BreguetBr14_pname,JaguarAFre_11,,icon_unit_BreguetBr14,[0 0 0 0],0,0,vtt_unit_BreguetBr14,[v_fighter_bomber_11_sel01],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02 v_fighter_bomber_11_spe01],[],[JH7A11Attack],French
JaguarAFreUpgradeEpoch12,JaguarAFre,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_D510_name,tx_utn_D510_pname,JaguarAFre_12,,icon_unit_D510,[0 0 0 0],0,0,vtt_unit_D510,[v_fighter_bomber_12_sel01],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02],[v_fighter_bomber_12_com01 v_fighter_bomber_12_com02 v_fighter_bomber_12_spe01],[],[JH7A12Attack],French
JaguarAFreUpgradeEpoch13,JaguarAFre,"""Unit""",13,1700,14,300,14,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_MD450_name,tx_utn_MD450_pname,JaguarAFre_13,,icon_unit_MD450,[0 0 0 0],0,0,vtt_unit_MD450,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A13Attack],French
JaguarAFreUpgradeEpoch14,JaguarAFre,"""Unit""",14,1900,16,350,16,0.2,80,0,550,0,550,0,0,0,165,550,tx_utn_JaguarAFre_name,tx_utn_JaguarAFre_pname,JaguarAFre_14,,icon_unit_JaguarAFre,[0 0 0 0],0,0,vtt_unit_JaguarA,[v_fighter_bomber_13_sel01],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02],[v_fighter_bomber_13_com01 v_fighter_bomber_13_com02 v_fighter_bomber_13_spe01],[],[JH7A14Attack],French
JaguarAFreUpgradeEpoch15,JaguarAFre,"""Unit""",15,2200,20,1000,20,1.0,80,0,550,0,550,0,0,0,165,550,tx_utn_Intruder_name,tx_utn_Intruder_pname,JaguarAFre_15,,icon_unit_FCAS_France,[0 0 0 0],0,0,vtt_unit_Intruder,[v_fighter_bomber_15_sel01],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02],[v_fighter_bomber_15_com01 v_fighter_bomber_15_com02 v_fighter_bomber_15_spe01],[],[JH7A15Attack],French

Mirage4000UpgradeEpoch13,Mirage4000,"""Unit""",13,1800,14,750,14,1,90,0,650,0,650,0,0,0,450,450,tx_utn_Mirage2000_name,tx_utn_Mirage2000_pname,Mirage4000_13,,icon_unit_Mirage2000,[0 0 0 0],0,0,vtt_unit_Mirage2000,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J1613Attack],French
Mirage4000UpgradeEpoch14,Mirage4000,"""Unit""",14,2000,16,850,16,1,90,0,650,0,650,0,0,0,450,450,tx_utn_Mirage4000_name,tx_utn_Mirage4000_pname,Mirage4000_14,,icon_unit_Mirage4000,[0 0 0 0],0,0,vtt_unit_Mirage4000,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J1614Attack],French
Mirage4000UpgradeEpoch15,Mirage4000,"""Unit""",15,2200,24,1000,21,1,90,0,650,0,650,0,0,0,450,450,tx_utn_neuron_pname,tx_utn_neuron_name,Mirage4000_15,,icon_unit_neuron,[0 0 0 0],0,0,vtt_unit_neuron,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J1615Attack],French

Mirage4UpgradeEpoch11,Mirage4,"""Unit""",11,2000,11,600,3,0.5,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_CaudronG4_name,tx_utn_CaudronG4_pname,Mirage4_11,,icon_unit_CaudronG4,[0 0 0 0],0,0,vtt_unit_CaudronG4,[v_Bomber_11_sel01],[v_Bomber_11_com01 v_Bomber_11_com02],[v_Bomber_11_com01 v_Bomber_11_com02 v_Bomber_11_spe01],[],[Tu16Kitai11Attack],English
Mirage4UpgradeEpoch12,Mirage4,"""Unit""",12,2400,12,800,5,0.1,100,0,1000,0,1000,0,0,500,1000,0,tx_utn_amiot143_name,tx_utn_amiot143_pname,Mirage4_12,,icon_unit_amiot143,[0 0 0 0],0,0,vtt_unit_amiot143,[v_Bomber_12_sel01],[v_Bomber_12_com01 v_Bomber_12_com02],[v_Bomber_12_com01 v_Bomber_12_com02 v_Bomber_12_spe01],[],[Tu16Kitai12Attack],English
Mirage4UpgradeEpoch13,Mirage4,"""Unit""",13,2700,13,1000,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_Mirage4_name,tx_utn_Mirage4_pname,Mirage4_13,,icon_unit_Mirage4,[0 0 0 0],0,0,vtt_unit_Mirage4,[v_Bomber_13_sel01],[v_Bomber_13_com01 v_Bomber_13_com02],[v_Bomber_13_com01 v_Bomber_13_com02 v_Bomber_13_spe01],[],[Tu16Kitai13Attack],English
Mirage4UpgradeEpoch14,Mirage4,"""Unit""",14,3000,14,1200,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_Mirage4_name,tx_utn_Mirage4_pname,Mirage4_13,,icon_unit_Mirage4,[0 0 0 0],0,0,vtt_unit_Mirage4,[v_Bomber_14_sel01],[v_Bomber_14_com01 v_Bomber_14_com02],[v_Bomber_14_com01 v_Bomber_14_com02 v_Bomber_14_spe01],[],[Tu16Kitai14Attack],English
Mirage4UpgradeEpoch15,Mirage4,"""Unit""",15,3500,15,1500,5,0.1,100,0,1000,0,1000,0,0,0,500,1000,tx_utn_bomber15_name,tx_utn_bomber15_pname,B1b_15,,icon_unit_orbitalbomber,[0 0 0 0],0,0,vtt_unit_orbitalbomber,[v_Bomber_15_sel01],[v_Bomber_15_com01 v_Bomber_15_com02],[v_Bomber_15_com01 v_Bomber_15_com02 v_Bomber_15_spe01],[],[Tu15Kitai11Attack],English

FA50UpgradeEpoch11,FA50,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_fighter11_name,tx_utn_fighter11_pname,Fighter_11,,icon_unit_BiPlane,[0 0 0 0],0,0,vtt_unit_BiPlane,[v_Fighter_11_sel01],[v_Fighter_11_com01 v_Fighter_11_com02],[v_Fighter_11_com01 v_Fighter_11_com02 v_Fighter_11_spe01],[],[J10B11Attack],Korean
FA50UpgradeEpoch12,FA50,"""Unit""",12,1500,12,120,12,0.2,80,0,550,0,550,0,0,550,165,0,tx_utn_fighter12_name,tx_utn_fighter12_pname,Fighter_12,,icon_unit_Interceptor,[0 0 0 0],0,0,vtt_unit_Interceptor,[v_Fighter_12_sel01],[v_Fighter_12_com01 v_Fighter_12_com02],[v_Fighter_12_com01 v_Fighter_12_com02 v_Fighter_11_spe01],[],[J10B12Attack],Korean
FA50UpgradeEpoch13,FA50,"""Unit""",13,1700,14,750,14,1,80,0,550,0,550,0,0,0,550,165,tx_utn_Mig21F_name,tx_utn_Mig21F_pname,FA50_13,,icon_unit_Mig21F,[0 0 0 0],0,0,vtt_unit_Mig21F,[v_Fighter_13_sel01],[v_Fighter_13_com01 v_Fighter_13_com02],[v_Fighter_13_com01 v_Fighter_13_com02 v_Fighter_11_spe01],[],[ J10B13Attack],Korean
FA50UpgradeEpoch14,FA50,"""Unit""",14,1900,16,850,16,1,80,0,550,0,550,0,0,0,550,165,tx_utn_FA50_name,tx_utn_FA50_pname,FA50_14,,icon_unit_FA50,[0 0 0 0],0,0,vtt_unit_FA50,[v_Fighter_14_sel01],[v_Fighter_14_com01 v_Fighter_14_com02],[v_Fighter_14_com01 v_Fighter_14_com02 v_Fighter_11_spe01],[],[J10B14Attack],Korean
FA50UpgradeEpoch15,FA50,"""Unit""",15,2200,24,1000,21,1,80,0,550,0,550,0,0,0,550,165,tx_utn_fighter15_name,tx_utn_fighter15_pname,Fighter_15,,icon_unit_AtmosFighter,[0 0 0 0],0,0,vtt_unit_AtmosFighter,[v_Fighter_15_sel01],[v_Fighter_15_com01 v_Fighter_15_com02],[v_Fighter_15_com01 v_Fighter_15_com02 v_Fighter_11_spe01],[],[J10B15Attack],Korean

MiG23_KoreanUpgradeEpoch11,MiG23_Korean,"""Unit""",11,1300,11,100,11,0.2,80,0,550,0,550,0,0,165,550,0,tx_utn_fightBomber11_name,tx_utn_fightBomber11_pname,FighterBomber_11,,icon_unit_TriPlane,[0 0 0 0],0,0,vtt_unit_TriPlane,[v_fighter_bomber_11_sel01],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02],[v_fighter_bomber_11_com01 v_fighter_bomber_11_com02 v_fighter_bomber_11_spe01],[],[JH7A11Attack],Korean
